ID,Report,Stress,Happy,Sad,Nervous,Angry,Close,Annoyed,AnnoyedExpressed,partner,NanPercent,scl,nscrs.01,fscrs.01,amp.01,ActCount,BodyTemp,nscrs.02,fscrs.02,amp.02,IBI,BPM,HRV,AllWC,AllAnalytic,AllClout,AllAuthentic,AllTone,AllSixltr,AllDic,AllFunct,AllPronoun,AllPpron,AllI,AllWe,AllYou,AllShehe,AllThey,AllIpron,AllArticle,AllPreps,AllAuxverb,AllAdverb,AllConj,AllNegate,AllVerb,AllAdj,AllCompare,AllInterrog,AllNumber,AllQuant,AllAffect,AllPosemo,AllNegemo,AllAnx,AllAnger,AllSad,AllSocial,AllFamily,AllFriend,AllFemale,AllMale,AllCogproc,AllInsight,AllCause,AllDiscrep,AllTentat,AllCertain,AllDiffer,AllPercept,AllSee,AllHear,AllFeel,AllBio,AllBody,AllHealth,AllSexual,AllIngest,AllDrives,AllAffiliation,AllAchieve,AllPower,AllReward,AllRisk,AllWork,AllLeisure,AllHome,AllMoney,AllRelig,AllDeath,AllInformal,AllSwear,AllNetspeak,AllAssent,AllNonfl,AllFiller,AllIOnly,AllMeOnly,PitchMean,PitchMedian,PitchSD,PitchMin,PitchMax,PitchRange,LoudMean,LoudMedian,LoudSD,LoudMax
104,2,0,95,5,0,0,95,0,0,1,0.020618557,0.0959,5,0.0833,0.02,172.3087,92.1694,3,0.05,0.0243,834.4958548,74.0122871,358.1705065,189,8.46,84.27,27.77,45.2,17.99,95.77,59.26,24.34,14.81,4.23,1.06,5.29,3.17,1.06,9.52,4.76,8.47,9.52,8.47,5.82,5.29,22.22,2.65,2.12,3.17,0.53,0.53,2.12,1.59,0.53,0,0.53,0,18.52,3.17,0,3.17,2.65,17.46,4.76,2.65,3.7,2.65,0.53,5.29,1.59,1.06,0.53,0,0.53,0,0,0,0.53,10.05,4.23,1.59,1.59,2.65,0,2.65,1.59,0,0,0,0.53,8.47,0,0,1.59,4.23,2.12,,,128.087,95.1491,69.0868,42.2861,607.3859,565.0997,0.576,0.3196,0.6626,3.402
104,2,0,0,0,0,0,75,0,0,2,0.020618557,5.644,141,2.35,0.037,167.6513,92.7785,87,1.45,0.0505,945.17479,64.4417975,371.3551425,255,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,3,0,100,0,0,0,0,0,0,1,0.020618557,0.2384,6,0.1,0.1137,170.3329,94.8818,5,0.0833,0.134,867.22094,69.845765,378.07844,322,26.33,24.71,97.61,55.02,9.32,95.96,57.76,20.81,13.98,9.63,0,1.24,1.55,1.55,6.83,6.21,12.11,12.11,7.14,6.52,1.55,21.74,3.11,2.17,1.55,3.11,1.86,1.86,1.55,0,0,0,0,5.9,0,0.31,0.93,0.62,9.94,2.17,0.93,0.93,1.86,1.24,2.8,2.48,0.93,1.55,0,0,0,0,0,0,3.73,0.93,1.24,0.93,1.24,0,0.62,1.55,0,2.48,0,0,7.45,0,0.31,4.35,0.62,2.17,,,129.109,96.6126,90.7741,42.1813,618.4822,576.3009,1.2759,1.107,0.8923,3.4262
104,3,0,0,0,0,0,25,0,0,2,0.865979381,10.6193,21,0.35,0.8033,164.8056,97.0025,21,0.35,0.8033,1189.03266,52.09435833,537.7113983,7,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,4,0,100,0,0,0,75,0,0,1,0.082474227,0.1103,6,0.1,0.1137,170.2962,92.704,5,0.0833,0.134,881.9945533,68.51845167,365.5440633,273,23.35,62.91,24.45,60.49,9.16,94.14,51.28,17.22,11.36,4.4,0,3.66,2.2,1.1,5.86,4.03,9.52,11.72,7.33,6.23,2.2,22.34,2.56,0.73,2.93,1.1,1.83,3.3,2.56,0.73,0.37,0.37,0,9.89,0,0,1.1,1.1,15.02,2.2,1.47,2.93,4.4,2.2,3.66,2.56,1.47,0.37,0.37,1.1,0.37,0.73,0,0,6.59,0.37,1.1,2.56,2.2,0.37,3.66,0.73,0,0.37,0,0.37,14.65,0,0.73,6.96,5.49,1.83,,,185.0273,180.8722,82.1651,43.1752,601.7459,558.5707,0.438,0.3431,0.3772,3.3087
104,4,0,0,0,0,0,50,0,0,2,0.87628866,11.846,36,0.6,0.2858,164.7986,97.282,34,0.5667,0.3015,1199.812482,50.83036333,536.709725,7,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,5,0,100,0,0,0,75,0,0,1,0.082474227,0.1084,5.5,0.09165,0.06685,170.2771,90.8113,4,0.06665,0.07915,875.5108633,69.51012,363.6215167,186,8.33,98.16,26.35,89.09,11.29,96.77,56.45,24.19,16.13,2.15,2.15,8.6,3.23,0,8.06,3.23,8.06,15.59,5.38,3.76,2.69,28.49,0.54,0.54,3.76,1.61,1.61,5.38,4.3,0.54,0,0,0.54,17.74,0,0,2.69,0.54,10.75,1.61,2.69,1.08,1.08,1.61,2.69,3.23,1.61,1.08,0,1.08,0,0,0,1.08,8.6,2.15,2.69,0.54,3.23,0,3.23,0.54,0,0,0,0,12.37,0,0,5.38,5.38,1.61,,,150.5408,132.6878,72.2418,45.4571,617.1678,571.7107,0.3513,0.2793,0.3033,3.4015
104,5,0,50,0,60,0,50,0,0,2,0.87628866,12.233,37,0.6167,0.3456,164.771,97.2951,36,0.6,0.3549,950.7318667,64.970175,422.9595017,131,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,6,10,95,5,0,10,80,0,0,1,0.082474227,0.0923,5.5,0.09165,0.06685,170.2572,90.7058,4,0.06665,0.07915,907.4621733,66.46305667,372.3977317,169,2.98,52.37,67.17,36.15,8.28,94.67,58.58,21.89,13.02,5.92,1.78,1.78,1.78,1.78,8.88,1.78,7.69,14.2,5.92,11.24,3.55,25.44,3.55,4.14,1.78,7.69,2.37,1.78,1.18,0.59,0,0,0,8.88,0,0,0,1.78,10.65,1.18,2.37,2.96,1.18,0.59,2.37,4.14,2.37,1.78,0,0,0,0,0,0,5.33,1.78,2.37,0.59,0.59,0.59,2.96,0,0,0,0,0,7.1,0,0,2.96,3.55,0.59,,,171.3383,171.4958,87.965,44.8972,618.0703,573.1731,0.3827,0.2931,0.3436,3.3764
104,6,0,75,0,0,0,75,0,0,2,0.87628866,11.0851,41,0.6833,0.4441,164.7613,93.6863,40,0.6667,0.4549,887.116865,68.52172667,400.4454817,131,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,7,20,85,10,0,0,70,0,0,1,0.082474227,0.0922,5.5,0.09165,0.06685,170.2854,89.309,4,0.06665,0.07915,1013.750833,59.74821833,420.4225017,127,20.9,99,10.24,95.63,14.17,91.34,53.54,22.83,15.75,1.57,0,13.39,0.79,0,7.09,3.15,10.24,8.66,7.09,3.94,3.15,22.83,2.36,1.57,5.51,4.72,0.79,4.72,4.72,0,0,0,0,16.54,0,0,0.79,0,7.87,1.57,3.15,1.57,0.79,0.79,0,2.36,1.57,0,0.79,0,0,0,0,0,3.15,0.79,0.79,0.79,1.57,0,4.72,0,0,0,0,0,9.45,0,0,4.72,4.72,0,,,168.9393,183.745,93.1582,43.1222,601.1517,558.0295,0.2684,0.2173,0.221,2.1724
104,7,0,75,0,0,0,50,0,0,2,0.87628866,9.6028,29,0.4833,0.3497,164.7508,94.2042,27,0.45,0.3747,804.92935,75.52096667,346.2379567,131,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,8,0,95,0,0,0,80,0,0,1,0.020618557,0.1047,2,0.0333,0.0225,170.2561,88.1141,1,0.0167,0.026,986.7471933,61.43671833,405.5962617,335,9.03,90.53,33.88,65.36,6.27,93.13,60.3,24.48,12.84,2.69,0.9,6.87,2.39,0,11.64,3.58,9.25,11.34,5.37,8.66,2.69,23.58,1.79,1.79,4.18,2.09,2.99,2.09,2.09,0,0,0,0,16.42,0,1.79,2.39,1.79,15.52,2.69,1.49,1.49,2.09,4.18,5.67,2.09,0.3,0.9,0.9,0.6,0.3,0,0,0,3.88,1.19,0.3,0.9,1.49,0,2.39,0.3,0.3,0.6,0,0,5.67,0,0.3,2.09,3.28,0.3,,,265.314,256.7264,100.7502,43.2341,618.5939,575.3598,0.6726,0.5379,0.5327,3.406
104,8,0,80,0,0,0,50,0,0,2,0.87628866,10.4293,32,0.5333,0.2475,164.7626,95.0559,29,0.4833,0.2717,880.7416217,69.43919833,387.9207283,131,11.12,54.68,48.56,10.8,10.2,94.9,62.35,28.63,16.86,7.84,0.78,3.14,4.31,0.78,11.76,3.92,11.76,10.98,4.71,5.1,4.31,24.31,3.14,3.14,2.35,0.78,0.78,1.96,0.39,1.57,0,0.78,0,15.29,1.96,1.18,4.31,1.96,10.59,1.96,0.78,0.39,1.96,1.18,4.71,1.57,0,1.57,0,1.57,0.39,0,0,1.18,9.02,3.92,1.18,0.39,3.53,0,0,0.78,1.18,0,0.39,0,6.67,1.18,0,0.78,1.96,2.35,,,141.5149,101.8068,97.9979,42.138,619.5253,577.3872,0.7474,0.5336,0.7,3.5338
104,9,0,100,0,0,0,50,0,0,1,0.020618557,0.101,1,0.0167,0.041,170.4734,87.8008,1,0.0167,0.041,997.532925,60.60590833,389.437695,57,6.56,85.38,50.35,25.77,5.26,94.74,59.65,17.54,15.79,0,0,7.02,0,8.77,1.75,5.26,7.02,8.77,10.53,8.77,8.77,19.3,0,0,3.51,0,0,3.51,1.75,1.75,0,0,0,21.05,0,0,0,0,10.53,0,0,5.26,3.51,0,8.77,0,0,0,0,3.51,0,0,0,3.51,5.26,0,0,1.75,1.75,1.75,3.51,0,0,0,0,0,12.28,0,0,3.51,7.02,1.75,,,153.2551,136.7664,89.0676,43.717,608.0161,564.2991,0.2644,0.2016,0.2425,2.8372
104,9,0,75,0,0,25,50,0,0,2,0.020618557,12.1327,32,0.5333,0.263,164.7889,97.7482,32,0.5333,0.263,940.7642167,64.97699167,422.9886183,423,51.77,65.63,98.73,25.77,13,93.38,51.3,17.26,11.11,4.96,0.47,3.07,2.13,0.47,6.15,2.6,15.37,5.2,6.86,7.57,1.42,18.2,0.24,0,4.02,2.84,1.65,1.42,0.71,0.71,0,0.47,0,8.27,0,0,0.71,1.89,7.33,0.95,3.31,0.24,0.47,1.65,1.18,1.18,0.47,0.47,0.24,0.24,0.24,0,0,0,8.27,0.47,1.89,1.42,4.26,0.24,3.07,0.24,1.18,0,0,0,9.22,0.24,0,2.84,3.55,2.6,,,113.6519,113.7885,57.2779,42.2029,596.7051,554.5022,0.9163,0.7653,0.6466,3.5338
104,10,0,95,0,0,0,80,10,0,1,0.020618557,0.1383,6,0.1,0.032,170.3557,89.4884,3,0.05,0.05,878.2911383,68.91844167,377.079575,194,7.38,88.2,61.04,64.85,8.76,95.36,55.15,24.23,13.92,3.09,1.03,7.73,0,2.06,10.31,1.55,9.28,10.82,7.22,5.67,4.12,21.65,1.55,0,3.09,2.58,2.58,4.12,3.09,1.03,0,1.03,0,15.98,0.52,1.03,0,0,9.28,0,1.03,1.55,0.52,2.06,5.15,2.06,0.52,1.55,0,0,0,0,0,0,7.22,1.55,1.55,1.55,2.06,0.52,2.06,2.06,0.52,0.52,0,0,12.89,0.52,0.52,5.15,4.64,1.55,,,170.1432,117.9097,126.4861,42.318,617.9531,575.6351,1.5187,1.4769,0.8613,3.4201
104,10,0,75,0,0,0,75,0,0,2,0.020618557,12.706,39,0.65,0.2441,164.7861,95.5166,35,0.5833,0.2702,848.757775,72.279215,345.3214367,342,15.62,72.06,28.23,17.3,8.48,90.64,57.89,26.32,15.5,6.73,0.58,3.22,3.22,1.75,10.82,4.97,9.36,9.36,5.26,5.56,2.92,17.54,2.63,1.75,2.92,3.22,0.88,1.75,0.58,1.17,0,0.29,0,14.62,0.29,0,0.29,4.97,8.48,1.75,0.29,2.05,2.05,1.17,2.63,2.63,0.88,1.46,0.29,0,0,0,0,0,5.26,0.58,0.58,1.46,2.05,0.58,2.63,0.58,0.58,2.05,0,0,6.14,0.29,0.29,1.75,2.05,1.75,,,93.8194,58.0108,80.3214,42.3866,601.2828,558.8962,0.5706,0.51,0.374,3.5338
104,11,0,90,5,0,15,90,20,1,1,0.020618557,0.1745,7,0.1167,0.0403,170.3582,93.7153,5,0.0833,0.0506,929.0232383,65.16156167,398.0416083,140,1,74,18.92,66.34,6.43,92.86,64.29,27.14,19.29,5,2.86,7.86,1.43,2.14,7.86,2.86,5.71,17.86,3.57,5.71,9.29,22.14,1.43,2.14,4.29,0,1.43,3.57,2.86,0.71,0,0,0,15,0,0,0,1.43,12.86,0.71,2.86,2.14,1.43,0.71,5,2.14,0,0,1.43,1.43,0.71,0,0,0.71,7.14,3.57,0,0.71,2.14,0.71,0,2.14,0,0,0,0,12.86,0,0.71,3.57,9.29,0,,,96.1332,67.3022,73.7065,42.0745,618.5828,576.5083,1.1633,0.9837,0.8016,3.424
104,11,0,100,0,0,30,100,40,0,2,0.020618557,13.0908,36,0.6,0.2029,164.7747,94.307,31,0.5167,0.2334,842.7082083,73.281945,336.7024617,266,17.86,75.08,19.27,3.79,7.52,92.48,53.38,27.44,16.92,7.52,1.5,5.64,0.75,1.5,10.53,0.38,11.65,10.15,3.76,0.75,3.76,24.44,3.76,2.26,1.88,0.38,2.63,3.76,0.75,3.01,0,3.01,0,13.53,0,0,0.75,0,7.52,0.75,0.75,1.13,2.63,1.5,0.75,4.89,1.88,2.26,0.75,2.63,0.75,0,0,1.88,6.77,1.88,0,1.13,3.76,0,0,0,0,0.75,0,0,13.91,1.88,0,1.13,9.4,0.75,,,104.829,65.4284,96.5535,42.4213,601.8876,559.4663,0.9809,0.7613,0.746,3.5338
104,12,0,60,30,0,80,20,90,1,1,0.020618557,0.1541,5,0.0833,0.0258,170.2711,91.3925,3,0.05,0.0343,915.12679,66.20714833,375.9035267,542,6.42,64.41,67.96,70.87,6.27,94.28,57.75,24.72,17.71,8.3,0.74,6.64,1.11,0.92,7.01,2.77,8.86,11.81,7.2,5.35,4.8,26.2,1.48,1.48,3.51,1.66,1.66,4.61,3.51,1.11,0,0.55,0,12.92,0,0.18,0.74,0.55,14.21,2.77,3.87,1.29,1.66,2.03,3.51,3.87,1.66,1.66,0.18,1.29,0.55,0,0,0.74,5.72,1.29,0.37,1.11,2.4,0.74,0.55,0.55,0.18,1.11,0.18,0,9.04,0,0,2.03,5.9,0.74,,,87.4385,64.3892,61.7669,42.2261,532.9754,490.7494,1.009,0.8479,0.6811,3.4019
104,12,35,75,30,20,75,10,100,1,2,0.020618557,12.9561,45,0.75,0.179,164.7604,92.2504,42,0.7,0.1908,865.824505,71.55207,385.00197,620,21.63,66.84,45.5,73.91,8.87,94.68,53.39,24.03,18.23,10.16,0.16,5.81,1.29,0.81,5.81,4.52,9.52,10.32,4.68,3.39,3.55,23.71,2.42,1.61,1.94,1.29,1.61,3.87,3.23,0.65,0,0.32,0,14.68,0.32,0,0,2.74,10.65,0.65,2.42,2.1,2.1,1.94,2.26,4.19,0.32,2.26,1.61,2.58,1.45,0,0.16,0.81,5,1.13,1.13,1.13,1.94,0.32,0.48,1.13,0.65,2.1,0.65,0,11.29,0.32,0.32,3.23,5.81,1.13,,,85.3347,64.1415,57.6451,42.4649,600.5562,558.0913,0.5591,0.4169,0.5162,3.5338
104,13,0,75,20,0,40,50,25,0,1,0.020618557,0.1502,7,0.1167,0.0213,170.3456,94.3186,1,0.0167,0.078,911.1153433,66.375635,396.3993617,360,11.48,93.3,5.48,35.47,6.67,95.28,59.17,27.5,15.56,5,0,3.61,4.44,2.5,11.94,5,9.17,10.28,5.56,6.11,2.5,23.06,1.67,1.67,3.61,1.67,2.22,3.33,1.94,1.39,0.56,0,0.28,21.94,3.06,0,3.61,5.56,12.78,1.94,1.11,2.78,2.78,2.22,3.06,3.89,1.11,1.94,0.28,2.22,0.28,0.28,0.28,1.67,8.33,2.5,0.28,2.22,2.5,0.83,0.83,1.39,1.11,0.28,0,0,5,0,0.28,2.5,1.39,0.83,,,133.5532,112.5864,71.7317,42.2812,485.017,442.7358,0.3286,0.265,0.2784,2.9525
104,13,0,55,45,0,25,100,0,0,2,0.020618557,13.3253,35,0.5833,0.1993,164.7646,95.7514,31,0.5167,0.2231,919.7985617,67.05140167,377.3102117,68,10.86,84.84,3.74,25.77,7.35,95.59,48.53,30.88,17.65,8.82,0,1.47,1.47,5.88,13.24,5.88,2.94,8.82,2.94,2.94,1.47,23.53,2.94,0,5.88,0,1.47,2.94,1.47,1.47,0,1.47,0,22.06,2.94,0,5.88,1.47,10.29,0,4.41,1.47,1.47,1.47,1.47,5.88,1.47,2.94,1.47,14.71,2.94,2.94,1.47,11.76,0,0,0,0,0,0,0,0,0,0,0,0,10.29,1.47,0,5.88,2.94,0,,,124.9648,123.6323,46.7475,52.5263,567.7466,515.2203,0.3172,0.287,0.1966,1.6223
104,14,0,75,15,0,15,70,10,0,1,0.020618557,0.1975,2,0.0333,0.041,170.2428,98.0007,2,0.0333,0.041,889.9216517,67.66527167,389.7913917,182,1,70.88,28.45,11.53,6.59,98.35,58.24,26.37,17.03,4.95,0,3.85,3.85,4.4,9.34,1.65,5.49,14.84,8.24,5.49,6.04,25.82,2.2,0.55,4.4,3.85,1.65,3.3,1.1,2.2,0,1.65,0,16.48,1.65,0,0.55,3.85,15.93,4.95,3.3,1.1,3.85,2.2,2.75,2.2,1.1,0.55,0.55,1.1,0.55,0.55,0,0,4.4,1.65,0,0,1.65,1.1,0.55,0.55,0.55,1.65,0,0,12.09,1.1,0,1.1,9.89,0,,,159.0194,154.4608,80.5532,42.7512,611.3591,568.6079,0.5296,0.4399,0.3929,2.9737
104,14,30,75,0,0,100,100,0,0,2,0.020618557,11.5984,35,0.5833,0.1674,164.7638,97.2286,33,0.55,0.1767,934.8493433,65.88070833,406.3833767,95,18.15,37.6,89.18,11.97,11.58,95.79,58.95,26.32,18.95,11.58,0,5.26,2.11,0,7.37,4.21,12.63,10.53,5.26,3.16,5.26,25.26,3.16,0,5.26,3.16,0,3.16,1.05,2.11,1.05,1.05,0,13.68,2.11,0,3.16,0,6.32,0,0,2.11,0,0,4.21,10.53,7.37,3.16,0,1.05,0,0,1.05,0,3.16,1.05,0,1.05,1.05,0,0,0,0,0,0,0,7.37,1.05,0,0,6.32,0,,,123.4338,112.9529,54.3534,52.111,571.2487,519.1377,0.4139,0.3608,0.272,2.1113
104,15,,,,,,,,,1,0.020618557,0.4386,11,0.1833,0.1705,170.2612,96.0272,8,0.1333,0.2272,852.4282233,70.89123667,362.3423833,115,2.06,88.82,7.07,93.61,9.57,93.04,60,29.57,16.52,3.48,0,6.96,0.87,5.22,13.04,1.74,7.83,10.43,9.57,6.09,3.48,22.61,0.87,2.61,3.48,1.74,1.74,4.35,4.35,0,0,0,0,15.65,0,0,0,0.87,15.65,2.61,3.48,5.22,2.61,2.61,0.87,0.87,0.87,0,0,1.74,0,0.87,0,0,3.48,1.74,0,2.61,0,0,1.74,0.87,0,0.87,0,0,10.43,2.61,0,1.74,6.09,0,,,152.8186,118.3058,93.3212,42.4133,610.8724,568.4591,0.7188,0.5404,0.6028,3.4056
104,15,,,,,,,,,2,0.020618557,10.2927,34,0.5667,0.1567,164.7841,96.2251,32,0.5333,0.1656,1012.443888,61.10612667,476.9842783,62,1,74.07,39.18,1.23,9.68,91.94,51.61,25.81,20.97,9.68,1.61,6.45,3.23,0,4.84,1.61,1.61,17.74,4.84,4.84,4.84,30.65,1.61,0,8.06,0,1.61,3.23,0,3.23,0,1.61,1.61,17.74,0,1.61,3.23,0,11.29,3.23,1.61,1.61,3.23,0,1.61,6.45,3.23,1.61,1.61,8.06,3.23,0,3.23,3.23,6.45,1.61,1.61,0,3.23,0,0,1.61,3.23,0,0,0,8.06,3.23,0,1.61,3.23,1.61,,,190.2121,159.0187,110.9118,44.2478,616.2305,571.9827,0.4629,0.4066,0.3049,3.1581
105,1,0,51,0,11,0,93,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,0,90,0,0,0,92,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2,9,84,0,11,0,94,0,0,1,0,3.5,35,0.5833,0.5886,160.7345,86.4363,33,0.55,0.6233,988.9413228,61.93648596,600.7780333,635,5.53,19.77,79.69,46.05,9.29,93.39,58.74,21.89,13.54,8.98,1.73,2.68,0.16,0,8.03,3.78,9.29,12.91,9.29,6.14,6.14,24.09,3.31,2.05,4.25,1.42,1.1,3.94,2.52,1.42,0,0.31,0.16,6.46,0,0,0.16,0,14.49,2.99,2.52,2.83,2.68,0.94,3.94,1.73,0.63,0.63,0.31,2.83,0.16,0.63,0,2.05,4.72,1.89,0.63,0.79,0.94,0.47,0.79,0.79,0,0.47,0,0.47,7.4,0.31,0.63,2.36,2.52,1.89,8.53,0.47,221.1013,182.3128,110.0184,86.0042,596.3416,510.3374,2.1028,1.8942,1.2836,5.9002
105,2,0,85,0,0,0,88,0,0,2,0,0.4188,18,0.3,0.1303,173.6341,86.4061,17,0.2833,0.1369,1053.073657,58.38423585,435.0396434,553,29.74,32.57,59.37,38.64,7.41,88.97,50.99,17.72,7.59,4.88,0.72,1.81,0,0.18,10.13,5.06,9.95,11.93,6.69,4.7,2.35,21.52,2.35,1.08,3.44,3.8,0.9,4.7,2.71,1.99,0.18,0.36,0.18,3.98,0.18,0,0,0.36,10.85,2.89,2.17,1.08,1.27,0.36,3.44,1.27,0.9,0.18,0.18,3.44,1.08,0.18,0,2.17,3.62,1.08,0.18,0.54,1.45,0.36,0.36,0.72,0.18,0.18,0.18,0,9.95,0.36,0,4.16,4.34,1.08,4.36,0.54,214.5228,193.3144,111.1372,92.1294,548.787,456.6577,1.5551,1.3639,1.087,5.112
105,3,0,85,0,0,0,95,0,0,1,0,1.4466,13,0.2167,0.4298,161.3724,88.661,13,0.2167,0.4298,953.2948317,64.348685,586.7527117,324,10.01,28.91,84.78,60.88,7.72,94.14,57.72,24.07,14.2,10.19,0.31,2.78,0,0.93,9.88,2.47,12.04,13.27,7.1,4.94,4.01,26.23,3.09,0.93,3.4,1.85,1.54,2.47,2.16,0.31,0,0,0,8.33,0.31,0,0.31,0.31,11.42,3.4,1.23,1.23,1.23,1.85,2.47,3.4,0,2.16,0.93,0.93,0,0,0,0.93,3.7,0.62,0.62,1.54,1.54,0,3.09,0.93,0.31,0.62,0,0.31,8.33,0.31,0,3.4,2.16,2.47,7.38,2.46,221.6012,188.1306,106.0192,95.1709,612.1547,516.9838,2.3855,2.2498,1.2915,5.9003
105,3,0,93,0,0,0,89,0,0,2,0,0.4591,16,0.2667,0.1025,167.2625,89.606,13,0.2167,0.1232,976.52602,62.57248,406.53201,351,4.88,39.87,76.61,41.21,9.4,94.59,55.27,23.93,14.53,8.26,0,4.56,1.14,0.57,9.4,3.42,6.55,14.53,7.12,3.42,5.13,24.5,3.7,1.14,2.85,1.71,1.71,3.7,2.28,1.42,0.28,0.28,0,10.26,0,0.28,1.14,0.57,12.25,3.42,1.71,1.42,2.28,1.99,3.42,2.28,0.85,1.42,0,1.42,0,0.28,0,1.14,3.42,0,0,1.14,1.42,0.85,1.99,0.57,0.28,0,0.28,0,14.25,0.57,0.28,6.55,4.27,2.28,7.12,0.57,191.1571,157.9297,100.7758,94.1056,598.0439,503.9383,1.7835,1.5843,1.082,5.9003
105,4,0,86,0,0,0,92,0,0,1,0,2.1218,22,0.3667,0.4733,161.3448,92.257,20,0.3333,0.519,941.0965475,65.10024915,590.0722305,283,31.85,38.86,44.32,38.32,9.89,85.16,48.76,15.9,11.66,7.07,1.41,2.47,0,0.71,4.24,3.53,11.31,9.89,8.13,5.65,2.83,18.73,4.24,2.47,2.12,1.06,1.77,4.24,2.47,1.77,0.35,1.41,0,6.36,0,0,0,0.35,9.89,1.41,1.06,0.71,2.47,2.47,2.12,4.24,3.18,0,0.71,8.83,0.71,0,0.35,7.77,3.18,1.41,0.35,0,1.06,0.35,0,0,0,0,0,0,7.07,1.06,0,3.18,1.77,1.06,4.59,2.12,260.2904,188.4634,140.6436,85.2509,592.8637,507.6128,2.4036,2.2418,1.3463,5.9003
